	hindi_word
1116	आर्द्रता-लेखी,
1117	आर्द्रतामापी,
1118	आर्द्रतामिति,
1119	आर्माडिलो,
1120	आर्मेचर,
1121	आल-औलाद,
1122	आलंकारिक,
1123	आलथी-पालथी,
1124	आलपिन,
1125	आलपीन,
1126	आलाप लेने वाला,
1127	आलिंगन कर,
1128	आलूचाप,
1129	आलूदम,
1130	आलोचना कर,
1131	आलोचित,
1132	आलोड़नविलोड़न,
1133	आवरक,
1134	आवरण चढा,
1135	आवरणपरिचय,
1136	आवर्जनर्जना,
1137	आवर्धक,
1138	आवर्धन कर,
1139	आवश्यकताएँ,
1140	आवष्यकता,
1141	आवाज रेकार्ड करने की पट्टी,
1142	आवाज़ कर,
1143	आवाज़ करके हिला,
1144	आवाज़ दबा,
1145	आवारागर्द,
1146	आवारागर्दी कर,
1147	आविष्कार कर,
1148	आविष्कारी,
1149	आविष्कृत,
1150	आवृत कर,
1151	आवृत्ति पानेवाली,
1152	आवेगात्मक,
1153	आवेगी,
1154	आवेदन कर,
1155	आशंकाकित,
1156	आशय बतला,
1157	आशा कर,
1158	आशा रख,
1159	आशातीतवादिता,
1160	आशाभंग,
1161	आशावादवादी,
1162	आशावृत्ति,
1163	आशिष,
1164	आशीर्वचन,
1165	आशीर्वाद दे,
1166	आशीर्वाद,
1167	आशीर्वादात्मक,
1168	आशुचित्र,
1169	आश्चर्यचकित कर,
1170	आश्चर्यजनक रूप से,
1171	आश्रम संबंधी,
1172	आश्रमवासी,
1173	आश्रय दाता,
1174	आश्वस्तस्ति,
1175	आश्वासन दे,
1176	आस-औलाद,
1177	आसंजक,
1178	आसंजकता,
1179	आसत्ति,
1180	आसनी से हार न मानने वाला,
1181	आसुत,
1182	आस्थगित कर,
1183	आस्थगित,
1184	आस्थावान्,
1185	आस्वाददन,
1186	आहर्ता,
1187	आहा,
1188	आहारविहार,
1189	आहूत,
1190	आह्लादित कर,
1191	आह्वाहन पत्र,
1192	इँगलिस्तान,
1193	इंगला,
1194	इंगलैंड के सामन्तों की विशिष्ट पदवी,
1195	इंगित करना,
1196	इंग्लॆंड,
1197	इंची,
1198	इंजन का बन्द हो जा,
1199	इंजन को ठन्डा रखने के लिए तरल पदार्थ,
1200	इंटरव्यू ले,
1201	इंटरव्यू,
1202	इंडियन,
1203	इंतहाई,
1204	इंतेज्आम,
1205	इंतेज्आर,
1206	इंद्रजालिक,
1207	इंद्रायन,
1208	इंद्रियासक्ति,
1209	इंसाप्अ,
1210	इंस्टीट्यूट्स,
1211	इइख भेजना,
1212	इकई संबंधी,
1213	इकजुट,
1214	इकट्टा हो जाना,
1215	इकट्ठ होना,
1216	इकट्ठ,
1217	इकट्ठा कर,
1218	इकट्ठा निकालना,
1219	इकट्ठा हो,
1220	इकठ्ठा कर,
1221	इकठ्ठा,
1222	इकमुहाँ,
1223	इकहारा,
1224	इख़राजात,
1225	इच्छा कर,
1226	इच्छा करने योग्य,
1227	इच्छा न रकना,
1228	इच्छा पूरी करना,
1229	इच्छा प्रकट करना,
1230	इच्छा हो,
1231	इच्छादौब्रल्य,
1232	इच्छाधारी,
1233	इच्छानुकूलता,
1234	इज़ाज़त,
1235	इजाजत ले,
1236	इजाज्अत,
1237	इजारारेदार,
1238	इजारारेदारी,
1239	इज्जत उतारना,
1240	इज्जत करना,
1241	इज्ज़त,
1242	इज्ज़तदार,
1243	इठलाहट,
1244	इतनी तारीफ्अ,
1245	इतिवृत्तवृत्तात्मक,
1246	इतिहास प्रसिध्द,
1247	इतिहास वादी,
1248	इत्तफ़ाक़क़िया,
1249	इत्रदान,
1250	इत्रफ़रोश,
1251	इदम्,
1252	इधर उधर उङना,
1253	इधर उधर करटे हुए आगे बढ्अना,
1254	इधर उधर फॆल जाना,
1255	इधर उधर बहटे हुए,
1256	इधर उधर बिखराया हुआ,
1257	इधर उधर होते हुए जाना,
1258	इनफ़्लुएंज़ा,
1259	इनमे से जो भी,
1260	इनामइकराम,
1261	इने-गिने,
1262	इन्द्रिय ग्राह्य बनाना,
1263	इन्द्रिय ग्राह्य,
1264	इन्द्रिय बोध,
1265	इन्द्रिय संबंधी,
1266	इन्स्पेक्टर,
1267	इन्हैं,
1268	इमरती,
1269	इमानदार,
1270	इमारती लकड्ई,
1271	इमारती,
1272	इम्दिहान,
1273	इयत्तआ,
1274	इरादा करना,
1275	इरादा प्रदशिरत,
1276	इलाक़ाक़ावार,
1277	इलाक्आ,
1278	इलाज करना,
1279	इलैक्ट्रान द्वारा,
1280	इलैक्ट्रोन की क्रिया पर निर्भर साधन,
