Hin_Label	Eng_Label	POS	MRS_Concept	MRS_Feature_Values
अंजन_1	lampblack_1	verb	udef_q	LBL: h* ARG0: x* RSTR: h* BODY: h* 
अंजन_1	lampblack_1	verb	_lampblack/NN_u_unknown	LBL: h* ARG0: x* 
अंजन_2	antimony_1	noun	_antimony/NN_u_unknown	LBL: h* ARG0: x* 
अंजनकेश_1	blackhaired_1	adj	_blackhaired/VBN_u_unknown	LBL: h* ARG0: e* ARG1: u* ARG2: x* 
अंजनकेश_1	blackhaired_1	adj	parg_d	LBL: h* ARG0: e* ARG1: e* ARG2: x* 
अंजनी_1	woman_2	noun	_woman_n_1	LBL: h* ARG0: x* 
अंजनी-कुमार_1	m_3	noun	_meter_n_1	LBL: h* ARG0: x* 
अंजर-पंजर_1	skeleton_1	noun	_skeleton_n_1	LBL: h* ARG0: x* 
अंजर-पंजर_2	joints_1	noun	_joint_n_1	LBL: h* ARG0: x* 
अंजर-पंजर_3	parts_1	noun	_part_n_1	LBL: h* ARG0: x* 
अंजर-पंजर_4	machine_1	noun	_machine_n_1	LBL: h* ARG0: x* 
अंजरा_1	nettle_1	noun	_nettle_n_1	LBL: h* ARG0: x* 
अंजाम_1	end_1	noun	_end_n_of	LBL: h* ARG0: x* 
अंजाम_2	completion_1	noun	_completion_n_of	LBL: h* ARG0: x* ARG1: i* 
अंजाम_3	conclusion_1	noun	_conclusion_n_of	LBL: h* ARG0: x* ARG1: i* 
अंजाम_4	result_1	noun	_result_n_of	LBL: h* ARG0: x* ARG1: i* 
अंजाम_5	upshot_1	noun	_upshot_n_of	LBL: h* ARG0: x* ARG1: i* 
अंजाम+दे_1	finish_1	verb	_finish_v_1	LBL: h* ARG0: e* ARG1: x* ARG2: p* 
अंजाम+दे_2	manage_1	verb	_manage_v_cope	LBL: h* ARG0: e* ARG1: x* 
अंजाम+को_1	finish_2	verb	_finish_v_1	LBL: h* ARG0: e* ARG1: x* ARG2: p* 
अंजाम+को_2	manage_2	verb	_manage_v_cope	LBL: h* ARG0: e* ARG1: x* 
अंजीर_1	figtree_1	noun	_figtree/NN_u_unknown	LBL: h* ARG0: x* 
अंजुमन_1	society_1	noun	_society_n_of	LBL: h* ARG0: x* ARG1: i* 
अंजुमन_2	assembly_1	noun	_assembly_n_of	LBL: h* ARG0: x* ARG1: i* 
अँजोरा_1	bright_1	adj	_bright_a_1	LBL: h* ARG0: e* ARG1: x* 
अंझा_1	interval_1	noun	_interval_n_of	LBL: h* ARG0: x* ARG1: i* 
अंझा_2	postponement_1	noun	_postponement_n_of	LBL: h* ARG0: x* ARG1: i* 
अंट_1	twist_3	noun	_twist_n_1	LBL: h* ARG0: x* 
अंट_2	entanglement_1	noun	_entanglement_n_1	LBL: h* ARG0: x* 
अंट+की+संट_1	incoherent_1	adj	_incoherent_a_1	LBL: h* ARG0: e* ARG1: x* 
अंट+की+संट_2	rambling_1	adj	_ramble_v_1	LBL: h* ARG0: e* ARG1: x* 
अंट+की+संट_3	inappropriate_1	adj	_inappropriate_a_for	LBL: h* ARG0: e* ARG1: x* 
अँट_1	fit_1	verb	_fit_v_1	LBL: h* ARG0: e* ARG1: x* 
अँट_2	suffice_1	verb	_suffice_v_1	LBL: h* ARG0: e* ARG1: x* 
अँटवा_1	cram_1	verb	_cram_v_1	LBL: h* ARG0: e* ARG1: x* 
अंटा_1	ball_1	noun	_ball_n_of	LBL: h* ARG0: x* ARG1: i* 
अंटा_2	marble_1	noun	_marble_n_1	LBL: h* ARG0: x* 
अंटा_3	pill_1	noun	_pill_n_1	LBL: h* ARG0: x* 
अंटा_4	transbilliards_1	noun	_transbilliards/NN_u_unknown	LBL: h* ARG0: x* 
अँटिया_1	bundle_1	noun	_bundle_n_1	LBL: h* ARG0: x* 
अँटिया_2	bunch_1	noun	_bunch_n_of	LBL: h* ARG0: x* 
अँटिया_3	handful_1	noun	_handful_n_of	LBL: h* ARG0: x* 
अंटी_1	24_1	noun	card	,CARG:_VALUES
अंटी+कर_1	wind_1	verb	_wind_v_1	LBL: h* ARG0: e* ARG1: x* 
अंटी+कर_2	pilfer_1	verb	_pilfer_v_1	LBL: h* ARG0: e* ARG1: x* ARG2: p* 
अँठला_1	stutter_1	verb	udef_q	LBL: h* ARG0: x* RSTR: h* BODY: h* 
अँठला_1	stutter_1	verb	_stutter/NN_u_unknown	LBL: h* ARG0: x* 
अँठली_1	dimin_1	noun	_dim_v_1	LBL: h* ARG0: e* ARG1: i* 
अँठली_1	dimin_1	noun	nominalization	LBL: h* ARG0: x* ARG1: h* 
अंड_1	egg_1	noun	_egg_n_1	LBL: h* ARG0: x* 
अंड_2	testicle_1	noun	_testicle_n_1	LBL: h* ARG0: x* 
अंड-कटाह_1	world_1	noun	_world_n_of	LBL: h* ARG0: x* ARG1: i* 
अंड-कोश_1	scrotum_1	noun	_scrotum/NN_u_unknown	LBL: h* ARG0: x* 
अंड-कोश_2	muskbag_1	noun	_muskbag/NN_u_unknown	LBL: h* ARG0: x* 
अंड-कोश_3	transrupture_1	noun	_transrupture/NN_u_unknown	LBL: h* ARG0: x* 
अंड-कोश_4	hernia_1	noun	_hernia/NN_u_unknown	LBL: h* ARG0: x* 
कोष_1	scrotum_2	noun	_scrotum/NN_u_unknown	LBL: h* ARG0: x* 
कोष_2	muskbag_2	noun	_muskbag/NN_u_unknown	LBL: h* ARG0: x* 
कोष_3	transrupture_2	noun	_transrupture/NN_u_unknown	LBL: h* ARG0: x* 
कोष_4	hernia_2	noun	_hernia/NN_u_unknown	LBL: h* ARG0: x* 
अंडज_1	eggborn_1	adj	_eggborn/JJ_u_unknown	LBL: h* ARG0: e* ARG1: x* 
अंडज_2	fish_1	adj	udef_q	LBL: h* ARG0: x* RSTR: h* BODY: h* 
अंडज_2	fish_1	adj	_fish_n_1	LBL: h* ARG0: x* 
अंडज_3	birds_1	adj	udef_q	LBL: h* ARG0: x* RSTR: h* BODY: h* 
अंडज_3	birds_1	adj	_bird_n_1	LBL: h* ARG0: x* 
अंड-वृत्त_1	ellipse_1	noun	_ellipse/NN_u_unknown	LBL: h* ARG0: x* 
अंडाकार_1	eggshaped_1	noun	_eggshaped/NN_u_unknown	LBL: h* ARG0: x* 
अंडाकार_2	oval_1	noun	_oval_n_1	LBL: h* ARG0: x* 
Oops!<class 'IndexError'>occurred.elliptical_1,SOME PROBLEM IN FATCHING MRS VALUES #############

अंडाकृति_1	oval_2	noun	_oval_n_1	LBL: h* ARG0: x* 
अंडाकृति_2	ellipse_2	noun	_ellipse/NN_u_unknown	LBL: h* ARG0: x* 
अंडाशय_1	ovaries_1	noun	_ovary_n_1	LBL: h* ARG0: x* 
अंड-बंड_1	entangled_1	adj	_entangled/VBN_u_unknown	LBL: h* ARG0: e* ARG1: u* ARG2: x* 
अंड-बंड_1	entangled_1	adj	parg_d	LBL: h* ARG0: e* ARG1: e* ARG2: x* 
अंड-बंड_2	incoherent_2	adj	_incoherent_a_1	LBL: h* ARG0: e* ARG1: x* 
अंडा_1	egg_2	noun	_egg_n_1	LBL: h* ARG0: x* 
अंडा+से_1	brood_1	verb	_brood_v_1	LBL: h* ARG0: e* ARG1: x* 
अंडा+सेना_1	stayathome_1	noun	_stayathome/NN_u_unknown	LBL: h* ARG0: x* 
अंडे+का+शहज़ादा_1	greenhorn_1	noun	_greenhorn/NN_u_unknown	LBL: h* ARG0: x* 
अंडा-सा_1	egglike_1	adj	_egglike/JJ_u_unknown	LBL: h* ARG0: e* ARG1: x* 
Oops!<class 'IndexError'>occurred.oval_3,SOME PROBLEM IN FATCHING MRS VALUES #############

अंडा-सा_3	elliptical_2	adj	_elliptical_a_1	LBL: h* ARG0: e* ARG1: x* 
अंडे-बच्चे_1	chicks_1	noun	_chick_n_1	LBL: h* ARG0: x* 
अंडे-बच्चे_2	brood_2	noun	_brood_n_1	LBL: h* ARG0: x* 
अंतःकरण_1	soul_1	noun	_soul_n_1	LBL: h* ARG0: x* 
अंतःकरण_2	mind_1	noun	_mind_n_1	LBL: h* ARG0: x* 
अंतःकरण_3	conscience_1	noun	_conscience_n_1	LBL: h* ARG0: x* 
अंतःकालीन_1	provisional_1	adj	_provisional_a_1	LBL: h* ARG0: e* ARG1: x* 
अंतःकालीन_2	temporary_1	adj	_temporary_a_1	LBL: h* ARG0: e* ARG1: x* 
अंतःक्षेत्रीय_1	interregional_1	adj	_interregional/JJ_u_unknown	LBL: h* ARG0: e* ARG1: x* 
अंतःपुर_1	house_1	noun	_house_n_of	LBL: h* ARG0: x* ARG1: i* 
अंतःप्रत्यय_1	m_4	noun	_meter_n_1	LBL: h* ARG0: x* 
अंतःसलिल_1	subterranean_1	adj	_subterranean_a_1	LBL: h* ARG0: e* ARG1: x* 
अंतःस्थित_1	internal_1	adj	_internal_a_1	LBL: h* ARG0: e* ARG1: x* 
अंतःस्थित_2	medial_1	adj	_medial_a_1	LBL: h* ARG0: e* ARG1: x* 
अंत_1	end_2	noun	_end_n_of	LBL: h* ARG0: x* 
अंत_2	completion_2	noun	_completion_n_of	LBL: h* ARG0: x* ARG1: i* 
अंत_3	conclusion_2	noun	_conclusion_n_of	LBL: h* ARG0: x* ARG1: i* 
अंत_4	outcome_1	noun	_outcome_n_1	LBL: h* ARG0: x* 
अंत_5	result_2	noun	_result_n_of	LBL: h* ARG0: x* ARG1: i* 
अंत_6	limit_1	noun	_limit_n_of	LBL: h* ARG0: x* ARG1: i* 
अंत_7	boundary_1	noun	_boundary_n_1	LBL: h* ARG0: x* 
अंत_8	outskirts_1	noun	_outskirts_n_1	LBL: h* ARG0: x* 
अंत_9	death_1	noun	_death_n_1	LBL: h* ARG0: x* 
अंत_10	destruction_1	noun	_destruction_n_of	LBL: h* ARG0: x* ARG1: i* 
अंत_11	essence_1	noun	_essence_n_1	LBL: h* ARG0: x* 
अंत_12	soul_2	noun	_soul_n_1	LBL: h* ARG0: x* 
अंत_13	heart_1	noun	_heart_n_1	LBL: h* ARG0: x* 
अंत_14	mind_2	noun	_mind_n_1	LBL: h* ARG0: x* 
अंत_15	secret_1	noun	_secret_n_1	LBL: h* ARG0: x* 
अंत+कर_1	complete_1	verb	_complete_a_with	LBL: h* ARG0: e* ARG1: p* ARG2: i* 
अंत+का_1	complete_2	verb	_complete_a_with	LBL: h* ARG0: e* ARG1: p* ARG2: i* 
अंत+में_1	finally_1	adv	_final_a_1	LBL: h* ARG0: e* ARG1: e* 
अंत+ले_1	worry_1	verb	_worry_v_1	LBL: h* ARG0: e* ARG1: x* ARG2: p* 
Oops!<class 'IndexError'>occurred.harass_1,SOME PROBLEM IN FATCHING MRS VALUES #############

अंत+का_2	worry_2	verb	_worry_v_1	LBL: h* ARG0: e* ARG1: x* ARG2: p* 
Oops!<class 'IndexError'>occurred.harass_2,SOME PROBLEM IN FATCHING MRS VALUES #############

अंत+हो+जा_1	die_1	verb	_die_v_1	LBL: h* ARG0: e* ARG1: x* 
अंत-कर्म_1	death_2	noun	_death_n_1	LBL: h* ARG0: x* 
अंत-कर्म_2	destruction_2	noun	_destruction_n_of	LBL: h* ARG0: x* ARG1: i* 
Oops!<class 'IndexError'>occurred.decease_1,SOME PROBLEM IN FATCHING MRS VALUES #############

अंत-गति_2	death_3	noun	_death_n_1	LBL: h* ARG0: x* 
अंतज_1	m_5	adj	proper_q	LBL: h* ARG0: x* RSTR: h* BODY: h* 
अंतज_1	m_5	adj	named	,CARG:_VALUES
अंतत_1	finally_2	adv	_final_a_1	LBL: h* ARG0: e* ARG1: e* 
अंतत_2	inside_1	adv	loc_nonsp	LBL: h* ARG0: e* ARG1: e* ARG2: x* 
अंतत_2	inside_1	adv	place_n	LBL: h* ARG0: x* 
अंतत_2	inside_1	adv	def_implicit_q	LBL: h* ARG0: x* RSTR: h* BODY: h* 
अंतत_2	inside_1	adv	_inside_p	LBL: h* ARG0: e* ARG1: x* 
अंततोगत्वा_1	finally_3	adv	_final_a_1	LBL: h* ARG0: e* ARG1: e* 
अँतड़ी_1	entrails_1	noun	_entrails/NN_u_unknown	LBL: h* ARG0: x* 
अँतड़ी_2	vitals_1	noun	_vitals/NNS_u_unknown	LBL: h* ARG0: x* 
अंतर्-_1	interior_1	noun	_interior_n_1	LBL: h* ARG0: x* 
Oops!<class 'IndexError'>occurred.inner_1,SOME PROBLEM IN FATCHING MRS VALUES #############

Oops!<class 'IndexError'>occurred.internal_2,SOME PROBLEM IN FATCHING MRS VALUES #############

अंतर्-_4	intermediate_1	noun	_intermediate_n_1	LBL: h* ARG0: x* 
Oops!<class 'IndexError'>occurred.within_1,SOME PROBLEM IN FATCHING MRS VALUES #############

Oops!<class 'IndexError'>occurred.among_1,SOME PROBLEM IN FATCHING MRS VALUES #############

Oops!<class 'IndexError'>occurred.inter_1,SOME PROBLEM IN FATCHING MRS VALUES #############

अंतरंग_1	internal_3	adj	_internal_a_1	LBL: h* ARG0: e* ARG1: x* 
Oops!<class 'IndexError'>occurred.inner_2,SOME PROBLEM IN FATCHING MRS VALUES #############

अंतरंग_3	close_1	adj	_close_a_to	LBL: h* ARG0: e* ARG1: x* ARG2: i* 
अंतरंग_4	intimate_1	adj	_intimate_a_1	LBL: h* ARG0: e* ARG1: x* 
अंतरंग_5	subsidiary_1	adj	_subsidiary_a_1	LBL: h* ARG0: e* ARG1: x* 
Oops!<class 'IndexError'>occurred.heart_2,SOME PROBLEM IN FATCHING MRS VALUES #############

अंतरंग_7	relative_1	adj	_relative_a_to	LBL: h* ARG0: e* ARG1: x* ARG2: i* 
अंतरात्मा_1	spirit_1	noun	_spirit_n_1	LBL: h* ARG0: x* 
अंतरायण_1	internment_1	noun	_internment/NN_u_unknown	LBL: h* ARG0: x* 
Oops!<class 'IndexError'>occurred.interval_2,SOME PROBLEM IN FATCHING MRS VALUES #############

अंतराल_2	interior_2	adj	_interior_a_to	LBL: h* ARG0: e* ARG1: x* ARG2: i* 
अंतराल_3	internal_4	adj	_internal_a_1	LBL: h* ARG0: e* ARG1: x* 
अंतराल_4	central_1	adj	proper_q	LBL: h* ARG0: x* RSTR: h* BODY: h* 
अंतराल_4	central_1	adj	named	,CARG:_VALUES
अंतरीप_1	island_1	noun	_island_n_1	LBL: h* ARG0: x* 
अंतरीप_2	promontory_1	noun	_promontory_n_1	LBL: h* ARG0: x* 
अंतरीप_3	cape_1	noun	_cape_n_1	LBL: h* ARG0: x* 
अंतरीप_4	peninsula_1	noun	_peninsula_n_1	LBL: h* ARG0: x* 
अंतर्गत_1	internal_5	adj	_internal_a_1	LBL: h* ARG0: e* ARG1: x* 
अंतर्गत_2	innermost_1	adj	_inner_a_1	LBL: h* ARG0: e* ARG1: x* 
अंतर्गत_2	innermost_1	adj	superl	LBL: h* ARG0: e* ARG1: e* 
अंतर्गत_3	hidden_1	adj	_hide_v_away	LBL: h* ARG0: e* ARG1: i* ARG2: x* 
अंतर्गत_3	hidden_1	adj	parg_d	LBL: h* ARG0: e* ARG1: e* ARG2: x* 
अंतर्गत_4	included_1	adj	_include_v_1	LBL: h* ARG0: e* ARG1: i* ARG2: x* 
अंतर्गत_4	included_1	adj	parg_d	LBL: h* ARG0: e* ARG1: e* ARG2: x* 
अंतर्गत_5	ppn_1	adj	_ppn/JJ_u_unknown	LBL: h* ARG0: e* ARG1: x* 
Oops!<class 'IndexError'>occurred.mental_1,SOME PROBLEM IN FATCHING MRS VALUES #############

अंतर्ग्रस्त_1	involved_1	adj	_involved_a_1	LBL: h* ARG0: e* ARG1: x* 
अंतर्ग्रस्त_2	concerned_1	adj	_concerned_a_about	LBL: h* ARG0: e* ARG1: x* ARG2: i* 
अंतर्जात_1	innate_1	adj	_innate_a_1	LBL: h* ARG0: e* ARG1: x* 
अंतर्जात_2	endogamous_1	adj	_endogamous/JJ_u_unknown	LBL: h* ARG0: e* ARG1: x* 
अंतर्जात˚ईय_1	international_1	adj	_international_a_1	LBL: h* ARG0: e* ARG1: x* 
अंतर्जात˚ईय_2	intercaste_1	adj	_intercaste/JJ_u_unknown	LBL: h* ARG0: e* ARG1: x* 
अंतर्ज्ञान_1	intuition_1	noun	_intuition_n_1	LBL: h* ARG0: x* 
अंतर्ज्वाला_1	remorse_1	noun	_remorse/NN_u_unknown	LBL: h* ARG0: x* 
अंतर्दर्शी_1	introspective_1	adj	_introspective_a_1	LBL: h* ARG0: e* ARG1: x* 
अंतर्दाह_1	remorse_2	noun	_remorse/NN_u_unknown	LBL: h* ARG0: x* 
अंतर्दाह_2	heat_2	noun	_heat_n_1	LBL: h* ARG0: x* 
अंतर्देशीय_1	inland_1	adj	loc_nonsp	LBL: h* ARG0: e* ARG1: x* ARG2: x* 
अंतर्देशीय_1	inland_1	adj	place_n	LBL: h* ARG0: x* 
अंतर्देशीय_1	inland_1	adj	def_implicit_q	LBL: h* ARG0: x* RSTR: h* BODY: h* 
अंतर्देशीय_1	inland_1	adj	_inland_a_1	LBL: h* ARG0: e* ARG1: x* 
अंतर्देशीय_2	internal_6	adj	_internal_a_1	LBL: h* ARG0: e* ARG1: x* 
अंतर्देशीय_3	domestic_1	adj	_domestic_a_1	LBL: h* ARG0: e* ARG1: x* 
अंतर्द्वंद्व_1	state_1	noun	_state_n_of	LBL: h* ARG0: x* ARG1: i* 
अंतर्धान_1	disappearance_1	adj	udef_q	LBL: h* ARG0: x* RSTR: h* BODY: h* 
अंतर्धान_1	disappearance_1	adj	_disappearance_n_of	LBL: h* ARG0: x* ARG1: i* 
अंतर्धान_2	concealment_1	adj	udef_q	LBL: h* ARG0: x* RSTR: h* BODY: h* 
अंतर्धान_2	concealment_1	adj	_concealment_n_1	LBL: h* ARG0: x* 
Oops!<class 'IndexError'>occurred.disappeared_1,SOME PROBLEM IN FATCHING MRS VALUES #############

अंतर्धान_4	secret_2	adj	_secret_a_1	LBL: h* ARG0: e* ARG1: x* 
अंतर्ध्वस_1	sabotage_1	noun	_sabotage_n_1	LBL: h* ARG0: x* 
Oops!<class 'IndexError'>occurred.proper_1,SOME PROBLEM IN FATCHING MRS VALUES #############

अंतर्निविष्ट_1	permeated_1	adj	_permeate_v_1	LBL: h* ARG0: e* ARG1: i* ARG2: x* 
अंतर्निविष्ट_1	permeated_1	adj	parg_d	LBL: h* ARG0: e* ARG1: e* ARG2: x* 
अंतर्निहित_1	engulfed_1	adj	_engulfed/VBN_u_unknown	LBL: h* ARG0: e* ARG1: u* ARG2: x* 
अंतर्निहित_1	engulfed_1	adj	parg_d	LBL: h* ARG0: e* ARG1: e* ARG2: x* 
अंतर्निहित_2	hidden_2	adj	_hide_v_away	LBL: h* ARG0: e* ARG1: i* ARG2: x* 
अंतर्निहित_2	hidden_2	adj	parg_d	LBL: h* ARG0: e* ARG1: e* ARG2: x* 
अंतर्पट_1	covering_1	noun	_covering_n_1	LBL: h* ARG0: x* 
अंतर्पट_2	screen_1	noun	_screen_n_1	LBL: h* ARG0: x* 
अंतर्पट_3	curtain_1	noun	_curtain_n_1	LBL: h* ARG0: x* 
अंतर्पत्रण_1	interleaving_1	noun	_interleaving/NN_u_unknown	LBL: h* ARG0: x* 
अंतर्बोध_1	intuition_2	noun	_intuition_n_1	LBL: h* ARG0: x* 
अंतर्भाव_1	inclusion_1	noun	_inclusion_n_1	LBL: h* ARG0: x* 
अंतर्भाव_2	absorption_1	noun	_absorption_n_of	LBL: h* ARG0: x* ARG1: i* 
अंतर्भाव˚ना˚भावित_1	included_2	adj	_include_v_1	LBL: h* ARG0: e* ARG1: i* ARG2: x* 
अंतर्भाव˚ना˚भावित_1	included_2	adj	parg_d	LBL: h* ARG0: e* ARG1: e* ARG2: x* 
अंतर्भाव˚ना˚भावित_2	assimilated_2	adj	_assimilate_v_1	LBL: h* ARG0: e* ARG1: i* ARG2: x* 
अंतर्भाव˚ना˚भावित_2	assimilated_2	adj	parg_d	LBL: h* ARG0: e* ARG1: e* ARG2: x* 
अंतर्भुक्त_1	1_2	adj	number_q	LBL: h* ARG0: x* RSTR: h* BODY: h* 
अंतर्भुक्त_1	1_2	adj	card	,CARG:_VALUES
अंतर्भूत_1	included_3	adj	_include_v_1	LBL: h* ARG0: e* ARG1: i* ARG2: x* 
अंतर्भूत_1	included_3	adj	parg_d	LBL: h* ARG0: e* ARG1: e* ARG2: x* 
अंतर्भूत_2	internal_7	adj	_internal_a_1	LBL: h* ARG0: e* ARG1: x* 
अंतर्भेदी_1	penetrating_1	adj	_penetrate_v_1	LBL: h* ARG0: e* ARG1: x* ARG2: p* 
अंतर्मन˚मनन_1	cogitation_1	noun	_cogitation/NN_u_unknown	LBL: h* ARG0: x* 
अंतर्मन˚मनन˚मना_1	preoccupied_1	adj	_preoccupy_v_1	LBL: h* ARG0: e* ARG1: i* ARG2: x* 
अंतर्मन˚मनन˚मना_1	preoccupied_1	adj	parg_d	LBL: h* ARG0: e* ARG1: e* ARG2: x* 
अंतर्मन˚मनन˚मना_2	dejected_1	adj	_dejected/VBN_u_unknown	LBL: h* ARG0: e* ARG1: u* ARG2: x* 
अंतर्मन˚मनन˚मना_2	dejected_1	adj	parg_d	LBL: h* ARG0: e* ARG1: e* ARG2: x* 
अंतर्मुख_1	introspective_2	adj	_introspective_a_1	LBL: h* ARG0: e* ARG1: x* 
Oops!<class 'IndexError'>occurred.interstate_1,SOME PROBLEM IN FATCHING MRS VALUES #############

Oops!<class 'IndexError'>occurred.interstate_2,SOME PROBLEM IN FATCHING MRS VALUES #############

अंतर्राज्यिक˚राज्यीय_2	international_2	adj	_international_a_1	LBL: h* ARG0: e* ARG1: x* 
अंतर्राराष्ट्रीय_1	international_3	adj	_international_a_1	LBL: h* ARG0: e* ARG1: x* 
अंतर्लपिका_1	riddle_1	noun	_riddle_n_1	LBL: h* ARG0: x* 
Oops!<class 'IndexError'>occurred.inner_3,SOME PROBLEM IN FATCHING MRS VALUES #############

अंतर्वर्ती_2	internal_8	adj	_internal_a_1	LBL: h* ARG0: e* ARG1: x* 
अंतर्वर्ती_3	included_4	adj	_include_v_1	LBL: h* ARG0: e* ARG1: i* ARG2: x* 
अंतर्वर्ती_3	included_4	adj	parg_d	LBL: h* ARG0: e* ARG1: e* ARG2: x* 
अंतर्वर्ती_4	intermediate_2	adj	_intermediate_a_1	LBL: h* ARG0: e* ARG1: x* 
अंतर्वर्ती˚वर्तीय_1	temporary_2	adj	_temporary_a_1	LBL: h* ARG0: e* ARG1: x* 
अंतर्वर्ती˚वर्तीय_2	provisional_2	adj	_provisional_a_1	LBL: h* ARG0: e* ARG1: x* 
अंतर्वस्तु_1	contents_1	noun	_content_n_1	LBL: h* ARG0: x* 
अंतर्वस्तु_2	substance_1	noun	_substance_n_1	LBL: h* ARG0: x* 
अंतर्वासन_1	internment_2	noun	_internment/NN_u_unknown	LBL: h* ARG0: x* 
अंतर्वासन˚-वासित_1	interned_1	adj	_interned/VBN_u_unknown	LBL: h* ARG0: e* ARG1: u* ARG2: x* 
अंतर्वासन˚-वासित_1	interned_1	adj	parg_d	LBL: h* ARG0: e* ARG1: e* ARG2: x* 
अंतर्विकास_1	evolution_1	noun	_evolution_n_1	LBL: h* ARG0: x* 
अंतर्वेशन_1	interpolation_1	noun	_interpolation/NN_u_unknown	LBL: h* ARG0: x* 
अंतर्वेशन˚-वेशित_1	interpolated_1	adj	proper_q	LBL: h* ARG0: x* RSTR: h* BODY: h* 
अंतर्वेशन˚-वेशित_1	interpolated_1	adj	named	,CARG:_VALUES
Oops!<class 'IndexError'>occurred.inner_4,SOME PROBLEM IN FATCHING MRS VALUES #############

Oops!<class 'IndexError'>occurred.disappeared_2,SOME PROBLEM IN FATCHING MRS VALUES #############

अंतर्हित_2	concealed_1	adj	_conceal_v_from	LBL: h* ARG0: e* ARG1: i* ARG2: x* 
अंतर्हित_2	concealed_1	adj	parg_d	LBL: h* ARG0: e* ARG1: e* ARG2: x* 
अंतर्हित_3	secret_3	adj	_secret_a_1	LBL: h* ARG0: e* ARG1: x* 
अंतर_1	interior_3	noun	_interior_n_1	LBL: h* ARG0: x* 
अंतर_2	middle_1	noun	_middle_n_of	LBL: h* ARG0: x* ARG1: i* 
अंतर_3	midst_1	noun	_midst_n_of	LBL: h* ARG0: x* ARG1: i* 
अंतर_4	soul_3	noun	_soul_n_1	LBL: h* ARG0: x* 
अंतर_5	mind_3	noun	_mind_n_1	LBL: h* ARG0: x* 
अंतर_6	heart_3	noun	_heart_n_1	LBL: h* ARG0: x* 
अंतर_7	mystery_1	noun	_mystery_n_1	LBL: h* ARG0: x* 
अंतर_8	secret_4	noun	_secret_n_1	LBL: h* ARG0: x* 
अंतर_9	property_1	noun	_property_n_1	LBL: h* ARG0: x* 
अंतर_10	peculiarity_1	noun	_peculiarity_n_1	LBL: h* ARG0: x* 
अंतर_11	distance_1	noun	_distance_n_1	LBL: h* ARG0: x* 
अंतर_12	separation_1	noun	_separation_n_1	LBL: h* ARG0: x* 
अंतर_13	gap_1	noun	_gap_n_1	LBL: h* ARG0: x* 
अंतर_14	period_1	noun	_period_n_of	LBL: h* ARG0: x* ARG1: i* 
अंतर_15	pause_1	noun	_pause_n_1	LBL: h* ARG0: x* 
अंतर_16	stop_1	noun	_stop_n_1	LBL: h* ARG0: x* 
अंतर_17	distinction_1	noun	_distinction_n_1	LBL: h* ARG0: x* 
अंतर+कर_1	separate_1	verb	_separate_v_from	LBL: h* ARG0: e* ARG1: x* ARG2: p* 
Oops!<class 'IndexError'>occurred.remove_1,SOME PROBLEM IN FATCHING MRS VALUES #############

Oops!<class 'IndexError'>occurred.conceal_1,SOME PROBLEM IN FATCHING MRS VALUES #############

अंतरतम_1	nearest_1	adj	_near_a_to	LBL: h* ARG0: e* ARG1: x* 
अंतरतम_1	nearest_1	adj	superl	LBL: h* ARG0: e* ARG1: e* 
अंतरतम_2	intimate_2	adj	_intimate_a_1	LBL: h* ARG0: e* ARG1: x* 
अंतरपट_1	curtain_2	noun	_curtain_n_1	LBL: h* ARG0: x* 
अंतरपट_2	screen_2	noun	_screen_n_1	LBL: h* ARG0: x* 
अंतरविरोध_1	antagonism_1	noun	_antagonism/NN_u_unknown	LBL: h* ARG0: x* 
अंतरस्थ_1	internal_9	adj	_internal_a_1	LBL: h* ARG0: e* ARG1: x* 
अंतरावरोध_1	interception_1	noun	_interception/NN_u_unknown	LBL: h* ARG0: x* 
अंतरावरोध˚इत_1	intercepted_1	adj	_intercept_v_1	LBL: h* ARG0: e* ARG1: i* ARG2: x* 
अंतरावरोध˚इत_1	intercepted_1	adj	parg_d	LBL: h* ARG0: e* ARG1: e* ARG2: x* 
अंतरोन्मुख_1	introspective_3	adj	_introspective_a_1	LBL: h* ARG0: e* ARG1: x* 
अंतरण_1	spacing_1	noun	_space_v_1	LBL: h* ARG0: e* ARG1: i* ARG2: p* 
अंतरण_1	spacing_1	noun	nominalization	LBL: h* ARG0: x* ARG1: h* 
अंतरण_2	displacement_1	noun	_displacement_n_1	LBL: h* ARG0: x* 
अंतरण_3	transference_1	noun	_transference/NN_u_unknown	LBL: h* ARG0: x* 
अंतरण_4	transfer_1	verb	_transfer_v_1	LBL: h* ARG0: e* ARG1: x* ARG2: p* 
अंतरा_1	intermediate_3	adj	_intermediate_a_1	LBL: h* ARG0: e* ARG1: x* 
अंतरा_2	intermittent_1	adj	_intermittent_a_1	LBL: h* ARG0: e* ARG1: x* 
Oops!<class 'IndexError'>occurred.adv_1,SOME PROBLEM IN FATCHING MRS VALUES #############

अंतरिक्ष_1	cosmos_1	adj	udef_q	LBL: h* ARG0: x* RSTR: h* BODY: h* 
