	hn_wx	hn_utf	conc_eng	conc_hn	hn_ex
152	anurvara_3	अनुर्वर_3	barren_2	जो उर्वर न हो या जिसमें उर्वरा शक्ति न हो (जमीन)	"""राम के कठिन परिश्रम से आज अनउपजाऊ रेतीली ज़मीन में फसल लहरा रही है ।"""
153	anusevI_1	अनुसेवी_1	subservient_1	सेवा करने वाला	"""रोगी को एक अनुसेवी व्यक्ति की आवश्यकता है ।"""
154	anusevI_2	अनुसेवी_2	servile_1	सेवा करने वाला	"""रोगी को एक अनुसेवी व्यक्ति की आवश्यकता है ।"""
155	anusUcI_1	अनुसूची_1	schedule_1	कोष्ठक आदि के रूप में वह नामावली जो किसी सूचना, विवरण, नियमावली आदि के अंत में परिशिष्ट के रूप में हो	"""कुछ पुस्तकों में अनुसूची दी हुई रहती है ।"""
156	anusvAra_2	अनुस्वार_2	drop_12	स्वर के पीछे उच्चारण होने वाला एक अनुनासिक वर्ण	"""कुछ बच्चे अनुस्वार का उच्चारण ठीक से नहीं कर पाते हैं ।"""
157	anusvAra_2	अनुस्वार_2	drop_12	स्वर के ऊपर की बिंदी	"""कुछ लोग मैं, में आदि अनुस्वार लगाना भूल जाते हैं ।"""
158	AnuvAMSikI_1	आनुवांशिकी_1	genetics_1	माता-पिता से संतान के पास व्यक्ति की विशिष्टता किस तरह से संक्रमित होती है इसका अध्ययन करने वाली विज्ञान की शाखा	"""आनुवंशिकी की सहायता से भी अपराधी की पहचान होती है ।"""
159	anuwwIrNa_2	अनुत्तीर्ण_2	unsuccessful_1	जो परीक्षा में उत्तीर्ण न हुआ हो	"""इस पाठशाला में अनुत्तीर्ण विद्यार्थियों पर विशेष ध्यान दिया जाता है ।"""
160	anUxiwa_1	अनूदित_1	translated_1	अनुवाद किया हुआ	"""यह महाश्वेता देवी की अनुदित कृति है ।"""
161	anveRiwa_1	अन्वेषित_1	explored_1	जिसका या जिसके संबंध में शोध हुआ हो	"""रमेश शोधित सामाग्रियों की सूची तैयार कर रहा है ।"""
162	anyokwi_1	अन्योक्ति_1	allegory_1	वह उक्ति जिसका अर्थ साधर्म्य के अनुसार वर्णित वस्तुओं के अलावा दूसरी वस्तुओं पर लगाया जाय	"""सूरदास के भ्रमर गीत में अन्योक्ति के उदाहरण अधिक हैं ।"""
